operadora;localidade;UF;data;TOTAL_DE_CHAMADAS;PERDAS_OI_ABS;PERDAS_OI
OI Fixa;MEDINA;MG;2015-06-22;128;8;6,25
Embratel;RIO GRANDE;RS;2015-06-22;128;3;2,34
OI Fixa;BARRA DE SAO JOAO;RJ;2015-06-22;128;1;0,78
GVT;SENADOR CANEDO;GO;2015-06-22;128;3;2,34
OI Fixa;CARANDAI;MG;2015-06-22;128;3;2,34
BrT Fixa;PAROBE;RS;2015-06-22;127;11;8,66
OI Fixa;SAO CRISTOVAO;SE;2015-06-22;127;3;2,36
Embratel;VOLTA REDONDA;RJ;2015-06-22;127;2;1,57
OI Fixa;ARARIPINA;PE;2015-06-22;127;2;1,57
OI Fixa;ENTRE RIOS DE MINAS;MG;2015-06-22;127;5;3,94
OI Fixa;RIO PIRACICABA;MG;2015-06-22;127;3;2,36
OI Fixa;XINGUARA;PA;2015-06-22;127;7;5,51
OI Fixa;MATIAS BARBOSA;MG;2015-06-22;126;3;2,38
Telefônica;PARANAPANEMA;SP;2015-06-22;126;6;4,76
OI Fixa;DIVINO;MG;2015-06-22;126;15;11,9
GVT;RIO GRANDE;RS;2015-06-22;126;1;0,79
Embratel;MOGI MIRIM;SP;2015-06-22;126;1;0,79
GVT;SANTA CRUZ DO SUL;RS;2015-06-22;126;10;7,94
Algar Telecom;IPUA;SP;2015-06-22;125;3;2,4
OI Fixa;PRESIDENTE KENNEDY;ES;2015-06-22;125;3;2,4
BrT Fixa;TIJUCAS;SC;2015-06-22;125;5;4
Telefônica;BORBOREMA;SP;2015-06-22;125;0;0
Telefônica;SANTO ANTONIO DO PINHAL;SP;2015-06-22;125;12;9,6
BrT Fixa;PIRACANJUBA;GO;2015-06-22;125;1;0,8
Embratel;CEILANDIA;DF;2015-06-22;125;9;7,2
BrT Fixa;CHAPADAO DO SUL;MS;2015-06-22;124;15;12,1
Algar Telecom;MONTE ALEGRE DE MINAS;MG;2015-06-22;124;4;3,23
BrT Fixa;TAPES;RS;2015-06-22;124;4;3,23
BrT Fixa;NEROPOLIS;GO;2015-06-22;124;6;4,84
Telefônica;VARGEM;SP;2015-06-22;124;3;2,42
BrT Fixa;LUIZ ALVES;SC;2015-06-22;124;3;2,42
BrT Fixa;CORONEL VIVIDA;PR;2015-06-22;124;2;1,61
OI Fixa;PERDIZES;MG;2015-06-22;124;3;2,42
OI Fixa;BAIXA GRANDE;BA;2015-06-22;124;2;1,61
Telefônica;IARAS;SP;2015-06-22;124;6;4,84
OI Fixa;BRASILIA DE MINAS;MG;2015-06-22;124;5;4,03
Algar Telecom;ARAXA;MG;2015-06-22;123;2;1,63
Embratel;ITAPECERICA DA SERRA;SP;2015-06-22;123;3;2,44
BrT Fixa;FLORES DA CUNHA;RS;2015-06-22;123;11;8,94
Algar Telecom;CAJURU;SP;2015-06-22;123;5;4,07
BrT Fixa;IMBITUBA;SC;2015-06-22;122;2;1,64
OI Fixa;MAURITI;CE;2015-06-22;122;9;7,38
OI Fixa;RAVENA;MG;2015-06-22;122;1;0,82
Embratel;SAO JOSE;SC;2015-06-22;122;3;2,46
Embratel;CACAPAVA;SP;2015-06-22;122;1;0,82
Telefônica;PIRATININGA;SP;2015-06-22;122;1;0,82
OI Fixa;SAO RAIMUNDO NONATO;PI;2015-06-22;122;12;9,84
BrT Fixa;TEUTONIA;RS;2015-06-22;121;15;12,4
OI Fixa;CAROLINA;MA;2015-06-22;121;3;2,48
OI Fixa;RIO POMBA;MG;2015-06-22;121;4;3,31
BrT Fixa;SANTA HELENA DE GOIAS;GO;2015-06-22;121;3;2,48
OI Fixa;MIMOSO DO SUL;ES;2015-06-22;121;5;4,13
GVT;FARROUPILHA;RS;2015-06-22;121;3;2,48
Telefônica;SAO JOSE DO RIO;SP;2015-06-22;120;2;1,67
OI Fixa;CRUZILIA;MG;2015-06-22;120;1;0,83
BrT Fixa;PORTO ESPERIDIAO;MT;2015-06-22;120;23;19,17
Telefônica;JOANOPOLIS;SP;2015-06-22;120;8;6,67
OI Fixa;SOORETAMA;ES;2015-06-22;119;0;0
Telefônica;PANORAMA;SP;2015-06-22;119;3;2,52
OI Fixa;CALDAS DO JORRO;BA;2015-06-22;119;2;1,68
BrT Fixa;NOVA ANDRADINA;MS;2015-06-22;119;43;36,13
Telefônica;AREALVA;SP;2015-06-22;119;6;5,04
BrT Fixa;CIDADE OCIDENTAL;GO;2015-06-22;119;9;7,56
Telefônica;COROADOS;SP;2015-06-22;119;1;0,84
OI Fixa;IGUAI;BA;2015-06-22;118;2;1,69
BrT Fixa;PALHOCA;SC;2015-06-22;118;3;2,54
OI Fixa;RIO ACIMA;MG;2015-06-22;118;14;11,86
BrT Fixa;PICARRAS;SC;2015-06-22;118;0;0
Telefônica;SANTA ERNESTINA;SP;2015-06-22;118;1;0,85
Telefônica;BORACEIA;SP;2015-06-22;118;15;12,71
Telefônica;JACARE;SP;2015-06-22;118;3;2,54
OI Fixa;ANDRELANDIA;MG;2015-06-22;117;0;0
BrT Fixa;ARAGARCAS;GO;2015-06-22;117;2;1,71
Algar Telecom;IBIRACI;MG;2015-06-22;117;1;0,85
BrT Fixa;MONTE NEGRO;RO;2015-06-22;116;18;15,52
OI Fixa;UBAITABA;BA;2015-06-22;116;17;14,66
OI Fixa;PINHEIROS;ES;2015-06-22;116;0;0
BrT Fixa;JANGADA;MT;2015-06-22;116;2;1,72
Tremnet;BETIM;MG;2015-06-22;116;16;13,79
Embratel;SAO JOSE DOS PINHAIS;PR;2015-06-22;116;2;1,72
OI Fixa;PIRITIBA;BA;2015-06-22;115;1;0,87
Telefônica;PIQUETE;SP;2015-06-22;115;4;3,48
Telefônica;SANTO ANTONIO DE POSSE;SP;2015-06-22;115;20;17,39
Algar Telecom;SANTA JULIANA;MG;2015-06-22;115;7;6,09
Embratel;OLINDA;PE;2015-06-22;115;0;0
BrT Fixa;JAGUARAO;RS;2015-06-22;115;1;0,87
BrT Fixa;TRES BARRAS;SC;2015-06-22;115;1;0,87
Telefônica;PAULICEIA;SP;2015-06-22;115;3;2,61
BrT Fixa;ABADIA DE GOIAS;GO;2015-06-22;114;0;0
OI Fixa;SERRINHA;BA;2015-06-22;114;18;15,79
OI Fixa;PORTO REAL DO COLEGIO;AL;2015-06-22;114;2;1,75
OI Fixa;INHAPIM;MG;2015-06-22;114;2;1,75
Algar Telecom;PLANURA;MG;2015-06-22;114;0;0
BrT Fixa;PORANGATU;GO;2015-06-22;114;0;0
OI Fixa;CAMPANHA;MG;2015-06-22;114;10;8,77
OI Fixa;SANTA INES;BA;2015-06-22;114;17;14,91
BrT Fixa;COSTA RICA;MS;2015-06-22;114;4;3,51
OI Fixa;ABAETE;MG;2015-06-22;114;5;4,39
BrT Fixa;DIAMANTINO;MT;2015-06-22;114;3;2,63
Algar Telecom;SALES OLIVEIRA;SP;2015-06-22;114;1;0,88
BrT Fixa;POSSE;GO;2015-06-22;114;0;0
OI Fixa;COCOS;BA;2015-06-22;114;0;0
OI Fixa;DIAS D AVILA;BA;2015-06-22;113;1;0,88
BrT Fixa;ILHA DOS VALADARES;PR;2015-06-22;113;0;0
Embratel;SANTA CRUZ DO SUL;RS;2015-06-22;113;2;1,77
BrT Fixa;LAGES;SC;2015-06-22;113;12;10,62
Telefônica;AREIOPOLIS;SP;2015-06-22;113;2;1,77
Telefônica;TAPIRAI;SP;2015-06-22;113;5;4,42
GVT;POA;SP;2015-06-22;112;1;0,89
BrT Fixa;PLANALTINA DE GOIAS;GO;2015-06-22;112;8;7,14
OI Fixa;SURUBIM;PE;2015-06-22;112;12;10,71
Telefônica;DUMONT;SP;2015-06-22;112;6;5,36
OI Fixa;PORTO DE MOZ;PA;2015-06-22;112;1;0,89
Nao Encontrado;SANTANA DO PARAISO;MG;2015-06-22;112;1;0,89
BrT Fixa;GUAIRA;PR;2015-06-22;112;4;3,57
OI Fixa;JURUAIA;MG;2015-06-22;112;10;8,93
OI Fixa;ARARI;MA;2015-06-22;112;1;0,89
Telefônica;SANTA ADELIA;SP;2015-06-22;112;11;9,82
OI Fixa;BOA VISTA DO TUPIM;BA;2015-06-22;112;12;10,71
OI Fixa;SERRA DOS AIMORES;MG;2015-06-22;112;2;1,79
BrT Fixa;URUPA;RO;2015-06-22;112;5;4,46
OI Fixa;UNA;BA;2015-06-22;112;2;1,79
BrT Fixa;SAO LUIS DE MONTES BELOS;GO;2015-06-22;111;0;0
BrT Fixa;GUARANIACU;PR;2015-06-22;111;6;5,41
BrT Fixa;PARANAITA;MT;2015-06-22;111;19;17,12
Algar Telecom;PARANAIBA;MS;2015-06-22;111;4;3,6
BrT Fixa;NOVA MAMORE;RO;2015-06-22;111;15;13,51
OI Fixa;JOAO DOURADO;BA;2015-06-22;111;8;7,21
OI Fixa;CASSIA;MG;2015-06-22;111;2;1,8
OI Fixa;AGUAS FORMOSAS;MG;2015-06-22;110;1;0,91
Telefônica;MIRANTE DO PARANAPANEMA;SP;2015-06-22;110;9;8,18
BrT Fixa;CRICIUMA;SC;2015-06-22;110;9;8,18
BrT Fixa;PIRES DO RIO;GO;2015-06-22;110;0;0
Telefônica;STO ANDRE;SP;2015-06-22;110;12;10,91
BrT Fixa;TRIUNFO;RS;2015-06-22;110;0;0
BrT Fixa;GUAJARA MIRIM;RO;2015-06-22;110;9;8,18
BrT Fixa;SANTA VITORIA DO PALMAR;RS;2015-06-22;110;0;0
BrT Fixa;REALEZA;PR;2015-06-22;110;6;5,45
GVT;LAGES;SC;2015-06-22;110;2;1,82
Embratel;GUARA;DF;2015-06-22;109;15;13,76
OI Fixa;PRATAPOLIS;MG;2015-06-22;109;0;0
Telefônica;GETULINA;SP;2015-06-22;109;0;0
BrT Fixa;LONTRAS;SC;2015-06-22;109;0;0
Telefônica;PEDREGULHO;SP;2015-06-22;109;3;2,75
Telefônica;ELDORADO;SP;2015-06-22;108;4;3,7
Telefônica;BALSAMO;SP;2015-06-22;108;0;0
BrT Fixa;PLANALTINA;GO;2015-06-22;108;8;7,41
Embratel;VITORIA DA CONQUISTA;BA;2015-06-22;108;0;0
BrT Fixa;IMBE;RS;2015-06-22;108;6;5,56
OI Fixa;IBIPITANGA;BA;2015-06-22;108;4;3,7
OI Fixa;MARTINHO CAMPOS;MG;2015-06-22;108;5;4,63
GVT;IBIRITE;MG;2015-06-22;107;1;0,93
OI Fixa;CAMPOS GERAIS;MG;2015-06-22;107;2;1,87
Telefônica;MACAUBAL;SP;2015-06-22;107;1;0,93
OI Fixa;ITABELA;BA;2015-06-22;107;3;2,8
OI Fixa;CARAVELAS;BA;2015-06-22;107;6;5,61
GVT;LAGO NORTE;DF;2015-06-22;107;4;3,74
Embratel;SAO SEBASTIAO;DF;2015-06-22;107;7;6,54
OI Fixa;ITAITINGA;CE;2015-06-22;107;2;1,87
OI Fixa;INHAMBUPE;BA;2015-06-22;107;1;0,93
Embratel;ARACAJU;SE;2015-06-22;107;1;0,93
OI Fixa;CASTRO ALVES;BA;2015-06-22;107;13;12,15
BrT Fixa;MIRANDA;MS;2015-06-22;107;4;3,74
BrT Fixa;SANTO ANTONIO DA PATRULHA;RS;2015-06-22;107;3;2,8
GVT;SAO SEBASTIAO;DF;2015-06-22;106;16;15,09
Algar Telecom;CAMPINAS;SP;2015-06-22;106;10;9,43
BrT Fixa;IBIRAMA;SC;2015-06-22;106;1;0,94
OI Fixa;SANTAREM;PA;2015-06-22;106;9;8,49
BrT Fixa;MIRANORTE;TO;2015-06-22;106;8;7,55
BrT Fixa;CAMBARA;PR;2015-06-22;105;68;64,76
OI Fixa;LAJE;BA;2015-06-22;105;7;6,67
OI Fixa;ITAJUIPE;BA;2015-06-22;105;2;1,9
OI Fixa;ITABATA;BA;2015-06-22;105;2;1,9
OI Fixa;ITACOATIARA;AM;2015-06-22;105;17;16,19
OI Fixa;TIRADENTES;MG;2015-06-22;104;2;1,92
OI Fixa;CAETE-ACU;BA;2015-06-22;104;1;0,96
Telefônica;TAGUAI;SP;2015-06-22;104;6;5,77
BrT Fixa;FREDERICO WESTPHALEN;RS;2015-06-22;104;1;0,96
GVT;ARUJA;SP;2015-06-22;104;9;8,65
OI Fixa;CAMBUQUIRA;MG;2015-06-22;104;9;8,65
OI Fixa;BURITIZEIRO;MG;2015-06-22;104;2;1,92
BrT Fixa;ADRIANOPOLIS;PR;2015-06-22;104;0;0
OI Fixa;SANTO ANTONIO DO MONTE;MG;2015-06-22;104;8;7,69
OI Fixa;BOQUIRA;BA;2015-06-22;104;3;2,88
BrT Fixa;SAPIRANGA;RS;2015-06-22;103;1;0,97
OI Fixa;ESTIVA;MG;2015-06-22;103;8;7,77
Telefônica;PIRANGI;SP;2015-06-22;103;0;0
OI Fixa;ESCADA;PE;2015-06-22;103;2;1,94
OI Fixa;BONITO;BA;2015-06-22;103;0;0
OI Fixa;RAFAEL JAMBEIRO;BA;2015-06-22;103;5;4,85
OI Fixa;RIACHAO;MA;2015-06-22;103;0;0
OI Fixa;CAMPOS GOYTACAZES;RJ;2015-06-22;103;4;3,88
Telefônica;PRIMAVERA;SP;2015-06-22;103;7;6,8
OI Fixa;CONDE;BA;2015-06-22;103;10;9,71
Telefônica;SAO BERNARDO DO;SP;2015-06-22;103;9;8,74
OI Fixa;ITAETE;BA;2015-06-22;103;1;0,97
OI Fixa;PATOS;PB;2015-06-22;102;4;3,92
BrT Fixa;SANTA FE DE GOIAS;GO;2015-06-22;102;0;0
BrT Fixa;CIANORTE;PR;2015-06-22;102;12;11,76
BrT Fixa;ARARANGUA;SC;2015-06-22;102;3;2,94
Telefônica;JAMBEIRO;SP;2015-06-22;102;6;5,88
OI Fixa;ITACARAMBI;MG;2015-06-22;102;3;2,94
OI Fixa;SABINOPOLIS;MG;2015-06-22;102;8;7,84
OI Fixa;POMPEU;MG;2015-06-22;102;4;3,92
BrT Fixa;ENCANTADO;RS;2015-06-22;102;13;12,75
OI Fixa;VICOSA DO CEARA;CE;2015-06-22;101;8;7,92
OI Fixa;TAILANDIA;PA;2015-06-22;101;4;3,96
OI Fixa;SILVA JARDIM;RJ;2015-06-22;101;3;2,97
OI Fixa;BRASOPOLIS;MG;2015-06-22;101;0;0
BrT Fixa;CHUI;RS;2015-06-22;101;2;1,98
Embratel;MONTE MOR;SP;2015-06-22;101;0;0
BrT Fixa;NAO-ME-TOQUE;RS;2015-06-22;101;4;3,96
Telefônica;EMBU;SP;2015-06-22;101;7;6,93
OI Fixa;LIMA DUARTE;MG;2015-06-22;101;4;3,96
OI Fixa;RONDON DO PARA;PA;2015-06-22;101;5;4,95
Telefônica;TACIBA;SP;2015-06-22;101;3;2,97
BrT Fixa;ITAUBA;MT;2015-06-22;101;6;5,94
Telefônica;BOCAINA;SP;2015-06-22;101;1;0,99
OI Fixa;HORIZONTE;CE;2015-06-22;101;5;4,95
Telefônica;TORRINHA;SP;2015-06-22;100;4;4
BrT Fixa;CARLOS BARBOSA;RS;2015-06-22;100;3;3
BrT Fixa;NATIVIDADE;TO;2015-06-22;100;7;7
BrT Fixa;ARENAPOLIS;MT;2015-06-22;100;11;11
OI Fixa;GUARABIRA;PB;2015-06-22;100;6;6
GVT;PAICANDU;PR;2015-06-22;100;4;4
BrT Fixa;SAO GABRIEL DO OESTE;MS;2015-06-22;100;8;8
Telefônica;DIVINOLANDIA;SP;2015-06-22;100;0;0
BrT Fixa;SALTO DO LONTRA;PR;2015-06-22;100;23;23
GVT;MACEIO;AL;2015-06-22;99;1;1,01
OI Fixa;IBICARAI;BA;2015-06-22;99;2;2,02
BrT Fixa;HORIZONTINA;RS;2015-06-22;99;6;6,06
OI Fixa;PARAMIRIM;BA;2015-06-22;99;6;6,06
Telefônica;PAULO DE FARIA;SP;2015-06-22;99;9;9,09
Telefônica;RIBEIRAO BRANCO;SP;2015-06-22;99;6;6,06
Telefônica;TABAPUA;SP;2015-06-22;99;5;5,05
BrT Fixa;NOVA ALVORADA DO SUL;MS;2015-06-22;99;18;18,18
Algar Telecom;CURITIBA;PR;2015-06-22;99;0;0
Telefônica;IEPE;SP;2015-06-22;99;1;1,01
OI Fixa;CICERO DANTAS;BA;2015-06-22;99;8;8,08
OI Fixa;CANUDOS;BA;2015-06-22;98;0;0
BrT Fixa;RIBAS DO RIO PARDO;MS;2015-06-22;98;19;19,39
OI Fixa;URANDI;BA;2015-06-22;98;3;3,06
GVT;CAMPINA GRANDE;PB;2015-06-22;98;21;21,43
Telefônica;BOA ESPERANCA DO SUL;SP;2015-06-22;98;1;1,02
Telefônica;VALENTIM GENTIL;SP;2015-06-22;98;1;1,02
Algar Telecom;RIBEIRAO PRETO;SP;2015-06-22;98;3;3,06
OI Fixa;PASSA QUATRO;MG;2015-06-22;98;2;2,04
OI Fixa;CASCAVEL;CE;2015-06-22;97;1;1,03
BrT Fixa;ELDORADO DO SUL;RS;2015-06-22;97;3;3,09
Telefônica;LINDOIA;SP;2015-06-22;97;4;4,12
OI Fixa;CHAPADINHA;MA;2015-06-22;97;0;0
OI Fixa;CANAVIEIRAS;BA;2015-06-22;97;0;0
Telefônica;ROSEIRA;SP;2015-06-22;97;8;8,25
BrT Fixa;RIO QUENTE;GO;2015-06-22;97;0;0
OI Fixa;MORRO DO CHAPEU;BA;2015-06-22;97;2;2,06
OI Fixa;ABRE CAMPO;MG;2015-06-22;97;3;3,09
Telefônica;SERRA AZUL;SP;2015-06-22;97;3;3,09
BrT Fixa;JUSSARA;GO;2015-06-22;97;4;4,12
BrT Fixa;APIUNA;SC;2015-06-22;97;3;3,09
OI Fixa;CAMPO ALEGRE DE LOURDES;BA;2015-06-22;96;0;0
OI Fixa;SUMIDOURO;RJ;2015-06-22;96;6;6,25
BrT Fixa;DOIS IRMAOS;RS;2015-06-22;96;4;4,17
BrT Fixa;SAO LUIZ GONZAGA;RS;2015-06-22;96;1;1,04
OI Fixa;CANINDE DE SAO FRANCISCO;SE;2015-06-22;96;13;13,54
BrT Fixa;ARAPUTANGA;MT;2015-06-22;96;23;23,96
BrT Fixa;ARRAIAS;TO;2015-06-22;96;3;3,13
OI Fixa;ITAMBE;BA;2015-06-22;96;9;9,38
OI Fixa;ITARANTIM;BA;2015-06-22;96;0;0
OI Fixa;RIO LARGO;AL;2015-06-22;96;0;0
OI Fixa;VIGIA;PA;2015-06-22;96;2;2,08
Embratel;ARAGUAINA;TO;2015-06-22;95;17;17,89
OI Fixa;IRARA;BA;2015-06-22;95;7;7,37
OI Fixa;SANTA MARIA DO SUACUI;MG;2015-06-22;95;0;0
OI Fixa;SAPUCAIA;RJ;2015-06-22;95;1;1,05
BrT Fixa;EXTREMA;RO;2015-06-22;95;11;11,58
GVT;TRINDADE;GO;2015-06-22;95;1;1,05
Embratel;CAPIVARI;SP;2015-06-22;95;0;0
Telefônica;JACI;SP;2015-06-22;95;4;4,21
Telefônica;SANTA BRANCA;SP;2015-06-22;95;8;8,42
Telefônica;ICEM;SP;2015-06-22;95;10;10,53
OI Fixa;BAIXA GRANDE DO RIBEIRO;PI;2015-06-22;95;0;0
OI Fixa;FRECHEIRINHA;CE;2015-06-22;94;0;0
BrT Fixa;CHOPINZINHO;PR;2015-06-22;94;2;2,13
BrT Fixa;OTACILIO COSTA;SC;2015-06-22;94;7;7,45
OI Fixa;TOBIAS BARRETO;SE;2015-06-22;94;1;1,06
OI Fixa;PADRE PARAISO;MG;2015-06-22;94;3;3,19
OI Fixa;SAO GONCALO DO SAPUCAI;MG;2015-06-22;94;1;1,06
OI Fixa;MONTANHA;ES;2015-06-22;94;2;2,13
OI Fixa;CONFINS;MG;2015-06-22;93;1;1,08
OI Fixa;RIO REAL;BA;2015-06-22;93;5;5,38
BrT Fixa;NOBRES;MT;2015-06-22;93;1;1,08
BrT Fixa;SANTO ANTONIO DA PLATINA;PR;2015-06-22;93;5;5,38
BrT Fixa;PALMEIRA DAS MISSOES;RS;2015-06-22;93;2;2,15
BrT Fixa;POUSO REDONDO;SC;2015-06-22;93;0;0
OI Fixa;SERRA DO NAVIO;AP;2015-06-22;93;4;4,3
OI Fixa;CONCEICAO DOS OUROS;MG;2015-06-22;93;0;0
OI Fixa;ERVALIA;MG;2015-06-22;93;6;6,45
OI Fixa;SAO JOAO DO PARAISO;MG;2015-06-22;93;2;2,15
BrT Fixa;PORTAO;RS;2015-06-22;93;3;3,23
BrT Fixa;COTRIGUACU;MT;2015-06-22;93;1;1,08
OI Fixa;TABULEIRO DO NORTE;CE;2015-06-22;93;3;3,23
OI Fixa;SAO JOAO DO PIAUI;PI;2015-06-22;93;0;0
OI Fixa;ITATIAIUCU;MG;2015-06-22;92;13;14,13
BrT Fixa;NOVA MONTE VERDE;MT;2015-06-22;92;12;13,04
Embratel;SANTANA DE PARNAIBA;SP;2015-06-22;92;5;5,43
OI Fixa;JEQUITINHONHA;MG;2015-06-22;92;8;8,7
OI Fixa;URUCUI;PI;2015-06-22;92;6;6,52
OI Fixa;SANTA CRUZ DA VITORIA;BA;2015-06-22;92;2;2,17
BrT Fixa;NAO ME TOQUE;RS;2015-06-22;92;0;0
OI Fixa;ARACI;BA;2015-06-22;92;8;8,7
OI Fixa;SAO SEBASTIAO DO OESTE;MG;2015-06-22;92;7;7,61
BrT Fixa;ILHOTA;SC;2015-06-22;92;2;2,17
OI Fixa;ITUACU;BA;2015-06-22;92;11;11,96
Embratel;RONDONOPOLIS;MT;2015-06-22;92;13;14,13
Telefônica;PEREIRAS;SP;2015-06-22;91;0;0
OI Fixa;LAJEDO DO TABOCAL;BA;2015-06-22;91;1;1,1
OI Fixa;FELIXLANDIA;MG;2015-06-22;91;15;16,48
BrT Fixa;SOLEDADE;RS;2015-06-22;91;0;0
OI Fixa;VALENTE;BA;2015-06-22;91;2;2,2
BrT Fixa;CHARQUEADAS;RS;2015-06-22;91;1;1,1
OI Fixa;PORTEIRINHA;MG;2015-06-22;91;5;5,49
BrT Fixa;JURANDA;PR;2015-06-22;90;0;0
BrT Fixa;TAIO;SC;2015-06-22;90;5;5,56
Telefônica;ESTIVA GERBI;SP;2015-06-22;90;17;18,89
GVT;ARARAQUARA;SP;2015-06-22;90;5;5,56
BrT Fixa;TAPURAH;MT;2015-06-22;90;4;4,44
BrT Fixa;SERINGUEIRAS;RO;2015-06-22;90;9;10
BrT Fixa;PRESIDENTE GETULIO;SC;2015-06-22;89;2;2,25
OI Fixa;JACINTO;MG;2015-06-22;89;1;1,12
BrT Fixa;MOZARLANDIA;GO;2015-06-22;89;2;2,25
BrT Fixa;ITAIOPOLIS;SC;2015-06-22;89;5;5,62
OI Fixa;ALFREDO CHAVES;ES;2015-06-22;89;0;0
OI Fixa;CEARA-MIRIM;RN;2015-06-22;89;0;0
BrT Fixa;CABIXI;RO;2015-06-22;89;2;2,25
BrT Fixa;SANTA TEREZA DO OESTE;PR;2015-06-22;89;0;0
Embratel;UBERABA;MG;2015-06-22;89;2;2,25
GVT;MARIALVA;PR;2015-06-22;89;13;14,61
Telefônica;SANTO ANASTACIO;SP;2015-06-22;88;2;2,27
Embratel;RIO LARGO;AL;2015-06-22;88;8;9,09
BrT Fixa;SAO DOMINGOS;GO;2015-06-22;88;4;4,55
BrT Fixa;NOVA BANDEIRANTES;MT;2015-06-22;88;35;39,77
Telefônica;S BERNARDO DO CAMPO;SP;2015-06-22;88;4;4,55
OI Fixa;REDENCAO;CE;2015-06-22;88;2;2,27
Telefônica;IGARATA;SP;2015-06-22;88;1;1,14
Telefônica;PIRAPORA DO BOM JESUS;SP;2015-06-22;88;0;0
Embratel;LAJEADO;RS;2015-06-22;88;5;5,68
Telefônica;SALTO GRANDE;SP;2015-06-22;88;0;0
BrT Fixa;HIDROLANDIA;GO;2015-06-22;88;0;0
GVT;CAMBORIU;SC;2015-06-22;88;2;2,27
OI Fixa;IBIRACU;ES;2015-06-22;88;4;4,55
OI Fixa;PASTOS BONS;MA;2015-06-22;88;6;6,82
OI Fixa;MANTENA;MG;2015-06-22;88;8;9,09
BrT Fixa;COXIM;MS;2015-06-22;88;3;3,41
OI Fixa;ITAPECURU MIRIM;MA;2015-06-22;88;3;3,41
BrT Fixa;VERA;MT;2015-06-22;88;2;2,27
OI Fixa;VARGEM ALTA;ES;2015-06-22;88;0;0
OI Fixa;AFOGADOS DA INGAZEIRA;PE;2015-06-22;87;1;1,15
Telefônica;PACAEMBU;SP;2015-06-22;87;2;2,3
OI Fixa;ARRAIAL D'AJUDA;BA;2015-06-22;87;3;3,45
OI Fixa;MANICORE;AM;2015-06-22;87;2;2,3
Embratel;CAMPOS DOS GOYTACAZES;RJ;2015-06-22;87;0;0
OI Fixa;PROPRIA;SE;2015-06-22;87;3;3,45
BrT Fixa;PITANGA;PR;2015-06-22;87;1;1,15
OI Fixa;VALENCA DO PIAUI;PI;2015-06-22;87;3;3,45
OI Fixa;SANTA MARIA DE ITABIRA;MG;2015-06-22;87;3;3,45
BrT Fixa;GOIAS;GO;2015-06-22;87;1;1,15
OI Fixa;AREADO;MG;2015-06-22;87;1;1,15
OI Fixa;CAMPO FORMOSO;BA;2015-06-22;86;1;1,16
OI Fixa;SENADOR MOURAO;MG;2015-06-22;86;6;6,98
BrT Fixa;TIJUCAS DO SUL;PR;2015-06-22;86;0;0
BrT Fixa;TUNAS DO PARANA;PR;2015-06-22;86;0;0
OI Fixa;GUARACIABA DO NORTE;CE;2015-06-22;86;7;8,14
BrT Fixa;VIDEIRA;SC;2015-06-22;86;3;3,49
Embratel;CABO FRIO;RJ;2015-06-22;86;7;8,14
BrT Fixa;ESPIGAO DO OESTE;RO;2015-06-22;86;6;6,98
OI Fixa;RIO MARIA;PA;2015-06-22;86;12;13,95
BrT Fixa;SAO SEBASTIAO DO CAI;RS;2015-06-22;86;0;0
OI Fixa;QUEIMADAS;BA;2015-06-22;86;2;2,33
Telefônica;SANTA LUCIA;SP;2015-06-22;86;3;3,49
OI Fixa;ILICINEA;MG;2015-06-22;86;0;0
OI Fixa;ITAU DE MINAS;MG;2015-06-22;85;3;3,53
OI Fixa;POUSO ALTO;MG;2015-06-22;85;0;0
BrT Fixa;CATANDUVAS;PR;2015-06-22;85;0;0
BrT Fixa;VIANOPOLIS;GO;2015-06-22;85;13;15,29
OI Fixa;CACHOEIRA DE MINAS;MG;2015-06-22;85;0;0
OI Fixa;JERONIMO MONTEIRO;ES;2015-06-22;85;3;3,53
BrT Fixa;TAQUARI;RS;2015-06-22;85;3;3,53
OI Fixa;HIDRELETRICA TUCURUI;PA;2015-06-22;85;3;3,53
OI Fixa;CALDAS;MG;2015-06-22;85;1;1,18
BrT Fixa;MUTUM PARANA;RO;2015-06-22;85;1;1,18
OI Fixa;TAPEROA;BA;2015-06-22;84;3;3,57
BrT Fixa;BALNEARIO BARRA DO SUL;SC;2015-06-22;84;0;0
OI Fixa;CAPITOLIO;MG;2015-06-22;84;0;0
BrT Fixa;CAMPO DO TENENTE;PR;2015-06-22;84;0;0
OI Fixa;DELMIRO GOUVEIA;AL;2015-06-22;84;0;0
BrT Fixa;NIQUELANDIA;GO;2015-06-22;84;7;8,33
OI Fixa;MARECHAL DEODORO;AL;2015-06-22;84;3;3,57
OI Fixa;SANTA MARIA MADALENA;RJ;2015-06-22;84;3;3,57
BrT Fixa;ALTA FLORESTA D'OESTE;RO;2015-06-22;83;6;7,23
OI Fixa;ASTOLFO DUTRA;MG;2015-06-22;83;0;0
OI Fixa;NOVA RESENDE;MG;2015-06-22;83;2;2,41
BrT Fixa;TIO HUGO;RS;2015-06-22;83;1;1,2
BrT Fixa;ALVORADA D'OESTE;RO;2015-06-22;83;7;8,43
GVT;CAMPOS DOS GOYTACAZES;RJ;2015-06-22;83;6;7,23
Algar Telecom;RIO PARANAIBA;MG;2015-06-22;83;2;2,41
OI Fixa;SAO GONCALO DO AMARANTE;CE;2015-06-22;83;0;0
